G0,50126.5
G0,26319.5
G0,519.5
G0,535.0
G0,530.5
G0,9018.5
G0,811.0
G0,278.0
G0,86363.0
G0,561.5
G0,15682.0
G0,1609.0
G0,28558.5
G0,9670.0
G0,3009.0
G0,20448.5
G0,442.0
G0,585.0
G0,26082.0
G0,865.5
G0,709.5
G0,1145.5
G0,1528.5
G0,960.5
G0,284.0
G0,9800.5
G0,50502.0
G0,3357.0
G0,1063.5
G0,66481.5
G0,2541.0
G0,16034.0
G0,42382.5
G0,957.0
G0,9971.5
G0,2300.0
G0,2142.5
G0,986.0
G0,1023.5
G0,843.5
G0,4615.0
G0,38398.0
G0,3801.0
G0,675.5
G0,767.5
G0,7198.5
G0,5850.5
G0,793.0
G0,2969.0
G0,15582.5
G0,16497.5
G0,389.0
G0,251.0
G0,2051.0
G0,15820.0
G0,375.5
G0,13606.0
G0,25295.0
G0,120280.0
G0,3662.0
G0,21797.0
G0,355.5
G0,429.0
G0,28952.0
G0,1352.5
G0,9057.5
G0,5987.0
G0,9954.5
G0,1217.5
G0,420.5
G0,48665.5
G0,162.0
G0,234.0
G0,141703.5
G0,2530.5
G0,359.0
G0,947.0
G0,255.0
G0,16121.5
G0,453.0
G0,490.5
G0,1207.5
G0,4081.5
G0,717.0
G0,256.5
G0,102.0
G0,615.5
G0,377.0
G0,2550.5
G0,4392.5
G0,0
G0,7972.5
G0,1410.5
G0,1324.0
G0,203.0
G0,593.5
G0,584.5
G0,267.5
G0,7845.0
G0,1467.5
G0,427.0
G0,285.0
G0,310.0
G0,1308.0
G0,1257.5
G0,2261.0
G0,11477.0
G0,1317.5
G0,29685.5
G0,388.5
G0,1776.5
G0,619.0
G0,1414.0
G0,233.5
G0,32875.5
G0,28498.5
G0,3749.5
G0,1450.5
G0,311.5
G0,220.0
G0,978.5
G0,8771.0
G0,1236.0
G0,2576.5
G0,4697.5
G0,279.5
G0,113097.5
G0,1191.5
G0,290.5
G0,210.0
G0,703.0
G0,4218.0
G0,1967.5
G0,614.5
G0,599.5
G0,745.0
G0,742.5
G0,297.0
G0,145.5
G0,387.5
G0,1060.5
G0,2324.0
G0,37271.0
G0,4782.0
G0,1636.5
G0,543.0
G0,2092.5
G0,3532.5
G0,1391.0
G0,4668.5
G0,127.5
G0,41067.5
G0,571.0
G0,567.0
G0,1355.0
G0,11493.5
G0,511.5
G0,446.0
G0,112042.5
G0,507.0
G0,711.5
G0,154.5
G0,1679.0
G0,1216.5
G0,870.5
G0,15599.0
G0,488.0
G0,10802.0
G0,1413.5
G0,14519.5
G0,14776.0
G0,482.0
G0,490.5
G0,1238.5
G0,4863.5
G0,78715.0
G0,8125.5
G0,240.0
G0,1218.0
G0,45258.5
G0,112.0
G0,429.0
G0,6010.0
G0,95405.0
G0,2379.5
G0,14637.0
G0,1306.0
G0,220.0
G0,611.5
G0,20130.0
G0,104.0
G0,281.5
G0,3523.5
G0,9996.5
G0,178807.5
G0,858.5
G0,1074.0
G0,2137.5
G0,11767.5
G3,456.5
H0,436.0
H0,5079.5
H0,876.5
H0,439.5
H0,2098.0
H0,549.5
H0,226.5
H0,660.0
H0,3587.5
H0,762.0
H0,512.0
H0,1846.0
H0,680.0
H0,333.0
H0,4411.0
